Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country/Region,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5728,IN-2020-61813,2020-08-14,2020-08-18,Standard Class,EJ-14155,Eva Jacobs,Consumer,Mount Gambier,South Australia,Australia,Oceania,OFF-LA-10003644,Office Supplies,Labels,"Novimex Removable Labels, Adjustable",6.993,1,0.1,0.843
5729,IN-2020-61813,2020-08-14,2020-08-18,Standard Class,EJ-14155,Eva Jacobs,Consumer,Mount Gambier,South Australia,Australia,Oceania,OFF-BI-10003713,Office Supplies,Binders,"Wilson Jones Index Tab, Economy",23.22,4,0.1,6.9
5730,IN-2020-61813,2020-08-14,2020-08-18,Standard Class,EJ-14155,Eva Jacobs,Consumer,Mount Gambier,South Australia,Australia,Oceania,OFF-PA-10003899,Office Supplies,Paper,"SanDisk Memo Slips, Premium",61.128,4,0.1,16.248
5731,IN-2019-52181,2019-05-31,2019-06-04,Second Class,PS-19045,Penelope Sewall,Home Office,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeast Asia,OFF-ST-10001631,Office Supplies,Storage,"Tenex Trays, Blue",314.9601,7,0.17,102.4401
5732,ID-2020-21276,2020-09-26,2020-10-01,Standard Class,JB-15925,Joni Blumstein,Consumer,Rockhampton,Queensland,Australia,Oceania,TEC-AC-10000398,Technology,Accessories,"SanDisk Memory Card, Programmable",307.557,3,0.1,-34.173
5733,ID-2020-21276,2020-09-26,2020-10-01,Standard Class,JB-15925,Joni Blumstein,Consumer,Rockhampton,Queensland,Australia,Oceania,OFF-LA-10002741,Office Supplies,Labels,"Avery Color Coded Labels, Adjustable",20.142,2,0.1,3.522
5734,IN-2019-13891,2019-07-26,2019-07-31,Standard Class,JL-15835,John Lee,Consumer,Shaoxing,Zhejiang,China,North Asia,TEC-PH-10003002,Technology,Phones,"Cisco Smart Phone, Full Size",5211.12,8,0,833.76
5735,IN-2019-13891,2019-07-26,2019-07-31,Standard Class,JL-15835,John Lee,Consumer,Shaoxing,Zhejiang,China,North Asia,OFF-AR-10002109,Office Supplies,Art,"Binney & Smith Sketch Pad, Fluorescent",142.74,3,0,39.96
5736,IN-2018-51789,2018-07-22,2018-07-27,Standard Class,AS-10225,Alan Schoenberger,Corporate,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeast Asia,OFF-BI-10000106,Office Supplies,Binders,"Cardinal Hole Reinforcements, Clear",7.968,2,0.17,1.608
5737,ID-2018-47190,2018-02-14,2018-02-16,Second Class,VG-21805,Vivek Grady,Corporate,Jakarta,Jakarta,Indonesia,Southeast Asia,FUR-FU-10000815,Furniture,Furnishings,"Eldon Door Stop, Black",73.2336,2,0.27,-8.0664
5738,IN-2020-47274,2020-12-04,2020-12-08,Second Class,CC-12670,Craig Carreira,Consumer,Jamnagar,Gujarat,India,Central Asia,TEC-MA-10002134,Technology,Machines,"Konica Inkjet, Wireless",940.32,3,0,141.03
5739,IN-2018-73055,2018-01-01,2018-01-07,Standard Class,CC-12100,Chad Cunningham,Home Office,Dalian,Liaoning,China,North Asia,OFF-LA-10003396,Office Supplies,Labels,"Avery Color Coded Labels, Laser Printer Compatible",93.03,7,0,20.37
5740,IN-2018-14724,2018-08-11,2018-08-13,First Class,CT-11995,Carol Triggs,Consumer,Hirakata,Osaka,Japan,North Asia,OFF-BI-10000106,Office Supplies,Binders,"Cardinal Hole Reinforcements, Clear",14.4,3,0,4.86
5741,IN-2018-14724,2018-08-11,2018-08-13,First Class,CT-11995,Carol Triggs,Consumer,Hirakata,Osaka,Japan,North Asia,OFF-LA-10000322,Office Supplies,Labels,"Smead Round Labels, Laser Printer Compatible",20.7,3,0,3.06
5742,IN-2018-14724,2018-08-11,2018-08-13,First Class,CT-11995,Carol Triggs,Consumer,Hirakata,Osaka,Japan,North Asia,TEC-PH-10001614,Technology,Phones,"Motorola Audio Dock, VoIP",1214.22,7,0,339.78
5743,IN-2018-14724,2018-08-11,2018-08-13,First Class,CT-11995,Carol Triggs,Consumer,Hirakata,Osaka,Japan,North Asia,TEC-CO-10001654,Technology,Copiers,"Hewlett Wireless Fax, Digital",3038.64,8,0,1245.84
5744,IN-2018-14724,2018-08-11,2018-08-13,First Class,CT-11995,Carol Triggs,Consumer,Hirakata,Osaka,Japan,North Asia,OFF-PA-10000951,Office Supplies,Paper,"Enermax Note Cards, Multicolor",32.64,1,0,1.95
5745,ID-2020-38027,2020-03-21,2020-03-24,First Class,MH-18115,Mick Hernandez,Home Office,Perth,Western Australia,Australia,Oceania,OFF-SU-10002543,Office Supplies,Supplies,"Stiletto Scissors, Easy Grip",45.414,2,0.1,-2.046
5746,ID-2020-38027,2020-03-21,2020-03-24,First Class,MH-18115,Mick Hernandez,Home Office,Perth,Western Australia,Australia,Oceania,FUR-CH-10004576,Furniture,Chairs,"Hon Bag Chairs, Adjustable",300.132,7,0.1,46.662
5747,ID-2018-22858,2018-06-14,2018-06-18,Standard Class,DK-12835,Damala Kotsonis,Corporate,Lahore,Punjab,Pakistan,Central Asia,OFF-AR-10000242,Office Supplies,Art,"BIC Pencil Sharpener, Blue",101.535,7,0.5,-64.995
5748,ID-2018-22858,2018-06-14,2018-06-18,Standard Class,DK-12835,Damala Kotsonis,Corporate,Lahore,Punjab,Pakistan,Central Asia,OFF-ST-10003203,Office Supplies,Storage,"Eldon Lockers, Wire Frame",295.47,3,0.5,-41.4
5749,IN-2020-16607,2020-05-10,2020-05-12,Second Class,IM-15070,Irene Maddox,Consumer,Shanghai,Shanghai,China,North Asia,OFF-LA-10000244,Office Supplies,Labels,"Hon Legal Exhibit Labels, Alphabetical",21.36,2,0,7.02
5750,ID-2020-59370,2020-08-14,2020-08-19,Standard Class,RO-19780,Rose O'Brian,Consumer,Semarang,Jawa Tengah,Indonesia,Southeast Asia,TEC-AC-10002335,Technology,Accessories,"Belkin Memory Card, USB",243.8424,4,0.47,-202.4376
5751,ID-2020-37285,2020-03-25,2020-03-29,Standard Class,EB-14110,Eugene Barchas,Consumer,Rawalpindi,Punjab,Pakistan,Central Asia,FUR-FU-10000556,Furniture,Furnishings,"Tenex Light Bulb, Durable",76.608,6,0.2,-4.932
5752,IN-2019-51334,2019-06-05,2019-06-10,Standard Class,EH-13990,Erica Hackney,Consumer,Shanghai,Shanghai,China,North Asia,OFF-ST-10003411,Office Supplies,Storage,"Eldon Trays, Wire Frame",235.2,5,0,35.25
5753,IN-2019-51334,2019-06-05,2019-06-10,Standard Class,EH-13990,Erica Hackney,Consumer,Shanghai,Shanghai,China,North Asia,TEC-CO-10002119,Technology,Copiers,"Sharp Fax Machine, Digital",885.87,3,0,159.39
5754,ID-2017-64802,2017-12-09,2017-12-16,Standard Class,TB-21595,Troy Blackwell,Consumer,Brisbane,Queensland,Australia,Oceania,FUR-FU-10003658,Furniture,Furnishings,"Tenex Light Bulb, Duo Pack",34.182,2,0.1,-0.438
5755,IN-2020-51831,2020-04-01,2020-04-03,First Class,DM-13345,Denise Monton,Corporate,Shenzhen,Guangdong,China,North Asia,OFF-LA-10002123,Office Supplies,Labels,"Smead Legal Exhibit Labels, Alphabetical",21.84,2,0,7.38
5756,IN-2017-79495,2017-12-27,2017-12-29,First Class,CS-11860,Cari Schnelling,Consumer,Chengdu,Sichuan,China,North Asia,OFF-ST-10001824,Office Supplies,Storage,"Rogers Box, Single Width",48,2,0,2.88
5757,IN-2017-79495,2017-12-27,2017-12-29,First Class,CS-11860,Cari Schnelling,Consumer,Chengdu,Sichuan,China,North Asia,FUR-CH-10004312,Furniture,Chairs,"Hon Bag Chairs, Set of Two",189.6,4,0,45.48
5758,IN-2017-38965,2017-10-06,2017-10-11,Second Class,EP-13915,Emily Phan,Consumer,Ezhou,Hubei,China,North Asia,OFF-AR-10001708,Office Supplies,Art,"Boston Sketch Pad, Blue",194.4,4,0,40.8
5759,IN-2017-38965,2017-10-06,2017-10-11,Second Class,EP-13915,Emily Phan,Consumer,Ezhou,Hubei,China,North Asia,TEC-AC-10004652,Technology,Accessories,"Belkin Mouse, Erganomic",77.04,2,0,16.92
5760,IN-2017-38965,2017-10-06,2017-10-11,Second Class,EP-13915,Emily Phan,Consumer,Ezhou,Hubei,China,North Asia,FUR-CH-10003692,Furniture,Chairs,"SAFCO Swivel Stool, Set of Two",850.95,5,0,93.6
5761,IN-2020-70276,2020-11-11,2020-11-16,Standard Class,JH-16180,Justin Hirsh,Consumer,Cairns,Queensland,Australia,Oceania,OFF-SU-10000789,Office Supplies,Supplies,"Kleencut Box Cutter, Serrated",18.81,1,0.4,-1.26
5762,IN-2019-56332,2019-08-29,2019-09-02,Standard Class,PW-19240,Pierre Wener,Consumer,Bangkok,Bangkok,Thailand,Southeast Asia,OFF-LA-10003381,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Alphabetical",13.4832,2,0.47,-9.6768
5763,ID-2019-30628,2019-12-04,2019-12-06,First Class,EB-13975,Erica Bern,Corporate,Manila,Metro Manila,Philippines,Southeast Asia,OFF-AR-10002417,Office Supplies,Art,"Boston Sketch Pad, Water Color",113.916,4,0.45,-70.524
5764,IN-2018-35717,2018-11-16,2018-11-18,Second Class,CC-12670,Craig Carreira,Consumer,Hanoi,Thủ Dô Hà Nội,Vietnam,Southeast Asia,TEC-CO-10001674,Technology,Copiers,"Sharp Personal Copier, Color",229.5216,3,0.37,3.6216
5765,IN-2018-35717,2018-11-16,2018-11-18,Second Class,CC-12670,Craig Carreira,Consumer,Hanoi,Thủ Dô Hà Nội,Vietnam,Southeast Asia,OFF-AR-10001525,Office Supplies,Art,"Stanley Highlighters, Blue",24.402,2,0.17,3.822
5766,IN-2018-35717,2018-11-16,2018-11-18,Second Class,CC-12670,Craig Carreira,Consumer,Hanoi,Thủ Dô Hà Nội,Vietnam,Southeast Asia,OFF-FA-10002247,Office Supplies,Fasteners,"Stockwell Rubber Bands, Metal",124.3755,9,0.17,16.3755
5767,IN-2019-42080,2019-03-27,2019-04-01,Standard Class,TB-21625,Trudy Brown,Consumer,Tirupati,Andhra Pradesh,India,Central Asia,FUR-FU-10000918,Furniture,Furnishings,"Deflect-O Photo Frame, Duo Pack",311.76,6,0,105.84
5768,IN-2020-62268,2020-10-07,2020-10-13,Standard Class,RD-19810,Ross DeVincentis,Home Office,Bunbury,Western Australia,Australia,Oceania,OFF-BI-10000854,Office Supplies,Binders,"Acco Binder Covers, Economy",59.94,5,0.1,3.24
5769,IN-2020-67189,2020-08-19,2020-08-22,First Class,AG-10525,Andy Gerbode,Corporate,Chittagong,Chittagong,Bangladesh,Central Asia,FUR-FU-10000815,Furniture,Furnishings,"Eldon Door Stop, Black",200.64,4,0,38.04
5770,IN-2019-64214,2019-10-12,2019-10-17,Standard Class,LT-16765,Larry Tron,Consumer,Sanya,Hainan,China,North Asia,OFF-EN-10001882,Office Supplies,Envelopes,"Jiffy Manila Envelope, with clear poly window",177.3,6,0,86.76
5771,IN-2017-36375,2017-09-09,2017-09-12,Second Class,TC-21535,Tracy Collins,Home Office,Tokyo,Tokyo,Japan,North Asia,OFF-AR-10000249,Office Supplies,Art,"Sanford Highlighters, Fluorescent",34.02,2,0,11.22
5772,IN-2019-31825,2019-12-08,2019-12-13,Second Class,JK-15325,Jason Klamczynski,Corporate,Bangalore,Karnataka,India,Central Asia,OFF-AR-10003446,Office Supplies,Art,"BIC Highlighters, Water Color",66.33,3,0,0
5773,IN-2019-31825,2019-12-08,2019-12-13,Second Class,JK-15325,Jason Klamczynski,Corporate,Bangalore,Karnataka,India,Central Asia,FUR-CH-10002932,Furniture,Chairs,"Harbour Creations Rocking Chair, Adjustable",149.58,1,0,14.94
5774,IN-2018-12162,2018-08-03,2018-08-05,First Class,KB-16585,Ken Black,Corporate,Qingdao,Shandong,China,North Asia,TEC-CO-10000208,Technology,Copiers,"Brother Wireless Fax, Color",1521,4,0,0
5775,IN-2018-12162,2018-08-03,2018-08-05,First Class,KB-16585,Ken Black,Corporate,Qingdao,Shandong,China,North Asia,OFF-LA-10002493,Office Supplies,Labels,"Hon Color Coded Labels, Adjustable",21.42,2,0,2.52
5776,IN-2018-12162,2018-08-03,2018-08-05,First Class,KB-16585,Ken Black,Corporate,Qingdao,Shandong,China,North Asia,FUR-FU-10002210,Furniture,Furnishings,"Tenex Clock, Black",100.5,2,0,17.04
5777,IN-2018-12162,2018-08-03,2018-08-05,First Class,KB-16585,Ken Black,Corporate,Qingdao,Shandong,China,North Asia,OFF-SU-10002445,Office Supplies,Supplies,"Fiskars Trimmer, High Speed",211.5,5,0,61.2
5778,ID-2020-33582,2020-06-20,2020-06-24,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,Canberra,Australian Capital Territory,Australia,Oceania,FUR-CH-10003419,Furniture,Chairs,"Hon Steel Folding Chair, Black",236.97,5,0.4,-102.78
5779,IN-2017-18987,2017-08-16,2017-08-18,First Class,LE-16810,Laurel Elliston,Consumer,Valencia,Bukidnon,Philippines,Southeast Asia,TEC-CO-10001472,Technology,Copiers,"Sharp Copy Machine, Laser",466.128,3,0.35,100.368
5780,IN-2017-18987,2017-08-16,2017-08-18,First Class,LE-16810,Laurel Elliston,Consumer,Valencia,Bukidnon,Philippines,Southeast Asia,OFF-PA-10002461,Office Supplies,Paper,"Eaton Parchment Paper, Multicolor",32.736,4,0.45,-9.024
5781,IN-2019-18497,2019-05-18,2019-05-21,First Class,SH-19975,Sally Hughsby,Corporate,Rockhampton,Queensland,Australia,Oceania,TEC-PH-10004618,Technology,Phones,"Motorola Speaker Phone, VoIP",350.649,3,0.1,31.149
5782,IN-2019-18497,2019-05-18,2019-05-21,First Class,SH-19975,Sally Hughsby,Corporate,Rockhampton,Queensland,Australia,Oceania,FUR-FU-10003608,Furniture,Furnishings,"Tenex Light Bulb, Erganomic",126.36,8,0.1,-5.64
5783,IN-2019-18497,2019-05-18,2019-05-21,First Class,SH-19975,Sally Hughsby,Corporate,Rockhampton,Queensland,Australia,Oceania,FUR-BO-10002510,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Traditional",759.78,5,0.1,75.93
5784,IN-2019-18497,2019-05-18,2019-05-21,First Class,SH-19975,Sally Hughsby,Corporate,Rockhampton,Queensland,Australia,Oceania,TEC-PH-10004281,Technology,Phones,"Samsung Audio Dock, Cordless",458.136,3,0.1,167.976
5785,IN-2019-18497,2019-05-18,2019-05-21,First Class,SH-19975,Sally Hughsby,Corporate,Rockhampton,Queensland,Australia,Oceania,OFF-SU-10003863,Office Supplies,Supplies,"Kleencut Letter Opener, High Speed",190.512,8,0.1,46.512
5786,IN-2019-18497,2019-05-18,2019-05-21,First Class,SH-19975,Sally Hughsby,Corporate,Rockhampton,Queensland,Australia,Oceania,OFF-AR-10001132,Office Supplies,Art,"BIC Markers, Blue",71.361,3,0.1,26.901
5787,IN-2020-66349,2020-02-22,2020-02-28,Standard Class,LP-17095,Liz Preis,Consumer,Valenzuela,Metro Manila,Philippines,Southeast Asia,TEC-MA-10004423,Technology,Machines,"StarTech Card Printer, White",364.2975,3,0.25,67.9275
5788,IN-2020-66349,2020-02-22,2020-02-28,Standard Class,LP-17095,Liz Preis,Consumer,Valenzuela,Metro Manila,Philippines,Southeast Asia,FUR-CH-10002412,Furniture,Chairs,"Hon Bag Chairs, Black",384.48,12,0.25,-123.12
5789,ID-2020-48583,2020-06-23,2020-06-27,Second Class,AB-10015,Aaron Bergman,Consumer,Palembang,Sumatera Selatan,Indonesia,Southeast Asia,OFF-AR-10000465,Office Supplies,Art,"Sanford Markers, Blue",67.89,4,0.27,-8.43
5790,ID-2020-48583,2020-06-23,2020-06-27,Second Class,AB-10015,Aaron Bergman,Consumer,Palembang,Sumatera Selatan,Indonesia,Southeast Asia,OFF-LA-10000732,Office Supplies,Labels,"Novimex Round Labels, 5000 Label Set",10.5894,3,0.47,-3.2706
5791,ID-2020-48583,2020-06-23,2020-06-27,Second Class,AB-10015,Aaron Bergman,Consumer,Palembang,Sumatera Selatan,Indonesia,Southeast Asia,FUR-FU-10002525,Furniture,Furnishings,"Deflect-O Door Stop, Erganomic",372.9132,12,0.27,101.8332
5792,ID-2020-48583,2020-06-23,2020-06-27,Second Class,AB-10015,Aaron Bergman,Consumer,Palembang,Sumatera Selatan,Indonesia,Southeast Asia,OFF-ST-10004857,Office Supplies,Storage,"Smead Folders, Single Width",72.708,5,0.17,15.708
5793,ID-2020-48583,2020-06-23,2020-06-27,Second Class,AB-10015,Aaron Bergman,Consumer,Palembang,Sumatera Selatan,Indonesia,Southeast Asia,OFF-SU-10004008,Office Supplies,Supplies,"Kleencut Letter Opener, Steel",50.3712,4,0.47,2.8512
5794,ID-2020-48583,2020-06-23,2020-06-27,Second Class,AB-10015,Aaron Bergman,Consumer,Palembang,Sumatera Selatan,Indonesia,Southeast Asia,OFF-ST-10002505,Office Supplies,Storage,"Tenex Box, Wire Frame",25.8462,2,0.17,5.5662
5795,ID-2019-11777,2019-12-20,2019-12-27,Standard Class,PF-19165,Philip Fox,Consumer,Mumbai,Maharashtra,India,Central Asia,OFF-AR-10001770,Office Supplies,Art,"Binney & Smith Markers, Water Color",40.905,3,0.5,-6.615
5796,ID-2017-38699,2017-11-08,2017-11-09,First Class,JH-15985,Joseph Holt,Consumer,Jakarta,Jakarta,Indonesia,Southeast Asia,OFF-FA-10004447,Office Supplies,Fasteners,"Advantus Rubber Bands, Metal",17.7126,2,0.47,-4.7274
5797,IN-2019-62282,2019-10-17,2019-10-22,Standard Class,SM-20950,Suzanne McNair,Corporate,Meizhou,Guangdong,China,North Asia,OFF-LA-10003971,Office Supplies,Labels,"Novimex Color Coded Labels, Laser Printer Compatible",24.84,2,0,5.94
5798,IN-2019-62282,2019-10-17,2019-10-22,Standard Class,SM-20950,Suzanne McNair,Corporate,Meizhou,Guangdong,China,North Asia,TEC-MA-10001727,Technology,Machines,"Konica Receipt Printer, Wireless",855.75,7,0,68.46
5799,ID-2020-55338,2020-05-08,2020-05-14,Standard Class,JW-15220,Jane Waco,Corporate,Manila,Metro Manila,Philippines,Southeast Asia,FUR-BO-10001934,Furniture,Bookcases,"Bush Library with Doors, Metal",945.828,4,0.35,-392.892
5800,ID-2020-55338,2020-05-08,2020-05-14,Standard Class,JW-15220,Jane Waco,Corporate,Manila,Metro Manila,Philippines,Southeast Asia,FUR-CH-10001147,Furniture,Chairs,"Hon Swivel Stool, Adjustable",747.63,6,0.25,-159.57
5801,IN-2019-52944,2019-09-03,2019-09-09,Standard Class,EM-14200,Evan Minnotte,Home Office,Chittagong,Chittagong,Bangladesh,Central Asia,OFF-BI-10002562,Office Supplies,Binders,"Ibico Binding Machine, Durable",105.84,2,0,43.38
5802,IN-2020-75855,2020-03-20,2020-03-22,Second Class,SC-20380,Shahid Collister,Consumer,Shanghai,Shanghai,China,North Asia,OFF-BI-10001032,Office Supplies,Binders,"Avery Binding Machine, Recycled",246,5,0,81.15
5803,IN-2020-75855,2020-03-20,2020-03-22,Second Class,SC-20380,Shahid Collister,Consumer,Shanghai,Shanghai,China,North Asia,OFF-AR-10002340,Office Supplies,Art,"Stanley Markers, Water Color",228.42,9,0,43.2
5804,IN-2018-14640,2018-06-23,2018-06-28,Second Class,EH-13765,Edward Hooks,Corporate,Melbourne,Victoria,Australia,Oceania,FUR-BO-10003384,Furniture,Bookcases,"Ikea Corner Shelving, Traditional",221.508,2,0.1,41.808
5805,IN-2018-14640,2018-06-23,2018-06-28,Second Class,EH-13765,Edward Hooks,Corporate,Melbourne,Victoria,Australia,Oceania,OFF-SU-10001686,Office Supplies,Supplies,"Kleencut Trimmer, Easy Grip",77.49,2,0.1,6.87
5806,IN-2018-56395,2018-12-02,2018-12-08,Standard Class,LP-17095,Liz Preis,Consumer,Patna,Bihar,India,Central Asia,TEC-AC-10004562,Technology,Accessories,"Enermax Flash Drive, Programmable",344.16,8,0,13.68
5807,IN-2020-23124,2020-08-29,2020-09-04,Standard Class,AJ-10780,Anthony Jacobs,Corporate,Tirupati,Andhra Pradesh,India,Central Asia,FUR-BO-10004852,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional",871.98,2,0,322.62
5808,IN-2019-21038,2019-07-03,2019-07-06,First Class,RK-19300,Ralph Kennedy,Consumer,Chaozhou,Guangdong,China,North Asia,TEC-PH-10002320,Technology,Phones,"Samsung Speaker Phone, Full Size",373.59,3,0,18.63
5809,IN-2019-70948,2019-09-06,2019-09-10,Standard Class,PJ-19015,Pauline Johnson,Consumer,Alice Springs,Northern Territory,Australia,Oceania,TEC-AC-10003413,Technology,Accessories,"Logitech Router, Programmable",447.876,2,0.1,129.336
5810,IN-2019-70948,2019-09-06,2019-09-10,Standard Class,PJ-19015,Pauline Johnson,Consumer,Alice Springs,Northern Territory,Australia,Oceania,TEC-CO-10000786,Technology,Copiers,"Canon Fax Machine, Color",575.694,2,0.1,57.534
5811,ID-2020-77661,2020-04-11,2020-04-16,Second Class,NP-18685,Nora Pelletier,Home Office,Hanoi,Thủ Dô Hà Nội,Vietnam,Southeast Asia,FUR-CH-10002412,Furniture,Chairs,"Hon Bag Chairs, Black",62.3712,2,0.27,-22.2288
5812,ID-2020-77661,2020-04-11,2020-04-16,Second Class,NP-18685,Nora Pelletier,Home Office,Hanoi,Thủ Dô Hà Nội,Vietnam,Southeast Asia,FUR-CH-10002872,Furniture,Chairs,"SAFCO Executive Leather Armchair, Adjustable",338.6616,1,0.27,-92.7984
5813,IN-2019-49108,2019-08-20,2019-08-20,Same Day,PC-19000,Pauline Chand,Home Office,Toowoomba,Queensland,Australia,Oceania,OFF-EN-10003455,Office Supplies,Envelopes,"Cameo Manila Envelope, Set of 50",97.2,4,0.1,25.92
5814,IN-2018-45909,2018-10-06,2018-10-10,Standard Class,TB-21190,Thomas Brumley,Home Office,Allahabad,Uttar Pradesh,India,Central Asia,TEC-CO-10003410,Technology,Copiers,"Brother Ink, High-Speed",873,6,0,384.12
5815,IN-2018-45909,2018-10-06,2018-10-10,Standard Class,TB-21190,Thomas Brumley,Home Office,Allahabad,Uttar Pradesh,India,Central Asia,OFF-ST-10003206,Office Supplies,Storage,"Eldon Shelving, Blue",290.52,6,0,136.44
5816,IN-2018-45909,2018-10-06,2018-10-10,Standard Class,TB-21190,Thomas Brumley,Home Office,Allahabad,Uttar Pradesh,India,Central Asia,TEC-PH-10000030,Technology,Phones,"Samsung Smart Phone, with Caller ID",2544.6,4,0,865.08
5817,ID-2018-13982,2018-05-15,2018-05-19,Standard Class,BS-11800,Bryan Spruell,Home Office,Canberra,Australian Capital Territory,Australia,Oceania,FUR-FU-10003052,Furniture,Furnishings,"Advantus Photo Frame, Duo Pack",190.944,6,0.4,-6.516
5818,IN-2017-52125,2017-08-03,2017-08-04,First Class,RH-19495,Rick Hansen,Consumer,Qitaihe,Heilongjiang,China,North Asia,FUR-CH-10000110,Furniture,Chairs,"Hon Bag Chairs, Red",90.3,2,0,38.82
5819,IN-2018-63458,2018-06-25,2018-06-30,Standard Class,CC-12550,Clay Cheatham,Consumer,Dhaka,Dhaka,Bangladesh,Central Asia,OFF-LA-10001185,Office Supplies,Labels,"Harbour Creations Round Labels, 5000 Label Set",21.42,3,0,8.73
5820,IN-2018-63458,2018-06-25,2018-06-30,Standard Class,CC-12550,Clay Cheatham,Consumer,Dhaka,Dhaka,Bangladesh,Central Asia,OFF-AR-10001850,Office Supplies,Art,"BIC Highlighters, Fluorescent",100.95,5,0,13.05
5821,IN-2018-73006,2018-10-06,2018-10-08,Second Class,KC-16540,Kelly Collister,Consumer,Kupang,Nusa Tenggara Timur,Indonesia,Southeast Asia,TEC-MA-10002780,Technology,Machines,"Okidata Inkjet, Wireless",1825.6182,7,0.17,593.7582
5822,ID-2019-12680,2019-02-27,2019-03-03,Standard Class,AH-10120,Adrian Hane,Home Office,Dubbo,New South Wales,Australia,Oceania,OFF-ST-10001554,Office Supplies,Storage,"Eldon Folders, Industrial",109.998,7,0.1,-8.652
5823,IN-2020-14304,2020-08-18,2020-08-24,Standard Class,TD-20995,Tamara Dahlen,Consumer,Bendigo,Victoria,Australia,Oceania,TEC-MA-10004482,Technology,Machines,"Panasonic Card Printer, White",155.007,1,0.1,34.437
5824,IN-2019-17482,2019-03-30,2019-04-04,Second Class,LC-17140,Logan Currie,Consumer,Ratlam,Madhya Pradesh,India,Central Asia,FUR-CH-10004009,Furniture,Chairs,"SAFCO Rocking Chair, Set of Two",685.8,5,0,157.65
5825,IN-2020-71788,2020-06-18,2020-06-21,First Class,CW-11905,Carl Weiss,Home Office,Perth,Western Australia,Australia,Oceania,OFF-AR-10001850,Office Supplies,Art,"BIC Highlighters, Fluorescent",90.855,5,0.1,2.955
5826,IN-2018-21892,2018-03-23,2018-03-29,Standard Class,SB-20290,Sean Braxton,Corporate,New Delhi,Delhi,India,Central Asia,FUR-CH-10004600,Furniture,Chairs,"Harbour Creations Chairmat, Red",144,2,0,67.68
5827,ID-2018-73398,2018-05-20,2018-05-27,Standard Class,SH-20395,Shahid Hopkins,Consumer,Depok,Jawa Barat,Indonesia,Southeast Asia,OFF-SU-10000216,Office Supplies,Supplies,"Stiletto Ruler, Steel",37.842,5,0.47,-13.608
5828,ID-2019-68498,2019-10-12,2019-10-17,Standard Class,EN-13780,Edward Nazzal,Consumer,Bacoor,Cavite,Philippines,Southeast Asia,FUR-CH-10001203,Furniture,Chairs,"Novimex Steel Folding Chair, Set of Two",190.08,3,0.25,-53.28
5829,ID-2019-68498,2019-10-12,2019-10-17,Standard Class,EN-13780,Edward Nazzal,Consumer,Bacoor,Cavite,Philippines,Southeast Asia,FUR-FU-10002665,Furniture,Furnishings,"Advantus Light Bulb, Erganomic",42.0525,3,0.25,7.7625
5830,ID-2018-40631,2018-11-21,2018-11-23,Second Class,JH-15985,Joseph Holt,Consumer,Bangkok,Bangkok,Thailand,Southeast Asia,OFF-PA-10004475,Office Supplies,Paper,"Xerox Computer Printout Paper, 8.5 x 11",16.1544,1,0.47,-6.1056
5831,ID-2018-40631,2018-11-21,2018-11-23,Second Class,JH-15985,Joseph Holt,Consumer,Bangkok,Bangkok,Thailand,Southeast Asia,OFF-PA-10002022,Office Supplies,Paper,"Xerox Message Books, 8.5 x 11",12.9903,1,0.47,-10.7997
5832,ID-2018-40631,2018-11-21,2018-11-23,Second Class,JH-15985,Joseph Holt,Consumer,Bangkok,Bangkok,Thailand,Southeast Asia,OFF-LA-10003617,Office Supplies,Labels,"Smead Legal Exhibit Labels, Adjustable",33.39,7,0.47,-2.52
5833,ID-2019-18952,2019-10-12,2019-10-12,Same Day,LE-16810,Laurel Elliston,Consumer,Hobart,Tasmania,Australia,Oceania,FUR-TA-10002487,Furniture,Tables,"Bevis Training Table, with Bottom Storage",401.976,3,0.6,-140.724
5834,IN-2020-18672,2020-05-23,2020-05-25,Second Class,RM-19375,Raymond Messe,Consumer,Durgapur,West Bengal,India,Central Asia,OFF-FA-10004606,Office Supplies,Fasteners,"Stockwell Staples, 12 Pack",20.46,2,0,1.02
5835,ID-2019-72936,2019-08-03,2019-08-08,Standard Class,EB-13705,Ed Braxton,Corporate,Semarang,Jawa Tengah,Indonesia,Southeast Asia,OFF-FA-10002388,Office Supplies,Fasteners,"Accos Push Pins, Assorted Sizes",12.6882,2,0.47,-10.1118
5836,ID-2019-72936,2019-08-03,2019-08-08,Standard Class,EB-13705,Ed Braxton,Corporate,Semarang,Jawa Tengah,Indonesia,Southeast Asia,OFF-EN-10003619,Office Supplies,Envelopes,"Kraft Manila Envelope, with clear poly window",95.4954,6,0.47,-21.6846
5837,IN-2020-62156,2020-09-26,2020-09-30,Second Class,GM-14455,Gary Mitchum,Home Office,Ranchi,Jharkhand,India,Central Asia,FUR-BO-10001598,Furniture,Bookcases,"Bush Corner Shelving, Pine",877.38,7,0,394.8
